comment,author,num_likes,rate
자라나라 머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리나리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리모리머리섹머리머리머리머리머리머리머리머리머리머리머리머스리모리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리나리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리나리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리모리머리머리머리머리모리모리모리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리나리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리나리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리모리머리머리머리머리모리모리모리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리나리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리나리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리모리머리머리머리머리모리모리모리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리나리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리머리나리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리머리머리머리머리머리모리머리머리머리머리머리머리머리머리,사과는맛있어,9,4.089917182922363
재미있긴 한데 이번 리뷰는 내용없는 초반부가 너무 길게 느껴졌습니다.  여기 컨셉인건 알겠습니다만 그래도 본문과 관련없는 개그가 4분 가까이 이어지는건 좀... 그 외에는 재미있었으므로 좋아요 누르고감.,kp pa,32,6.771437168121338
"성냥팔이 소녀의 재림, 드래곤볼 레볼루션, 긴급조치 19호 추천",포카칩,63,1.0463769435882568
이거 9월부터 대본 쓰던건데 드디어!,튜나,73,4.927793025970459
러다이트 운동 1811∼1817년 영국의 중부 ·북부의 직물공업지대에서 일어났던 기계 파괴운동.  느끼신 게 있습니까? 미스터 인터레스트는 사실 노동자 계급을 상징하는 존재였던 것입니다,asdf asdf,202,8.682825088500977
"김스카이님 다음 영화는 성냥팔이 소녀의 재림, 2015년 판타스틱4, 더 룸, 긴급조치 19호, 주글래살래, 무서운집, 7광구, 그린랜턴:반지의 선택 중에서 아무거나 해주세요(해맑)(순수)",정창민,45,2.5629425048828125
다음 영화 그린랜턴 해줘 형,성이름,28,2.5904946327209473
사람으로 환생하신 울트론 김스카이,123 321,46,6.937294960021973
"아조씨 리얼이 류마티스 치료제이고, 클레맨타인이 암치료제이면 둘다 같이보면 어떻게 되나요? 그 결과를 알려주시죠",Guard Shin,4,7.001613616943359
아빠...일어나...!,King Frog,12,5.555197715759277
