comment,author,num_likes,rate
"솔까말 업소녀와의 이런저런 메인스토리보다, 중간중간에 나오는 회사 이야기와 직장생활 같은 현실들이 지금 우리의 모습인데.. 그게 더 무섭고 소오름 돋음;;",하루에 치킨2마리 먹음,39,8.58388614654541
"저 사람은 도움이 필요하구나, 내가 구해줘야겠다, 나 아니면 누가 구해줄까 나는 구원자다, 라는 생각은 함부로 하면 안되는 것 같다.",서현,372,8.64997386932373
근데저건 남자가독단적으로 지혼자 돈갚아준건데..애바아닌가 선넘네.. 가정폭력휘두르고 .. 남자가더쓰레기같은데,황여사,8,6.6201252937316895
현우 취업 잘한다..,인히어 채널In here,29,6.791379451751709
술집것들은 본성이 그런 것들임. 평범하게 살려고 노력하다가도 조금 힘들면 다시 술집으로ㄱㄱ,임수영선수,35,7.222223281860352
유흥여자 왜만나?? 그래 만나면 안되지ㅋㅋㅋ 댓글에 몇몇찐따남자들 만나줄 애들도 아니공~~  ㅎㅎㅎ근데 낮에 평범히 일하는몇몇 여자들이 더하다는것도 알아라 호빠가묜 답나와 ㅋㅋㅋㅋ 1위가 미용실직원임 직업은 귀천이읍옹 ~~~,김태은,6,7.048720359802246
화류계 여성은 사귀면 안됨..,백바지,11,6.338139057159424
술집 여자들 손님한테 절대 정주지말고 돈만 버셈 그냥 댓글만 봐도 알리잖아 그난 본인도 놀고 즐기셈,채원,3,2.1915810108184814
남주 존잘....,황인호,9,7.6897454261779785
한번몸팔아 돈벌어본 여자는 그버릇 못버린다  적당히 놀고 버려라 인생 망하는거 한순간이다 현명하게 판단하고 살아야 한다,사슴,3,6.4578776359558105
"안타깝네...돈없이꾸린가정 열심히했는데 ..힘들고.. 없는가정에서 부모님생활비는 무리수... 가정파탄까지가는데...폭행.., 둘이잘살수도있는데...  조율이안된가정ㅜㅜ",빛밝은,4,4.5791544914245605
저런 호구들이 엄청 많다는게 팩트 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,이비어,16,6.561016082763672
"판타지물인가?  몸팔아 먹고 사는 것 인정해줬더니, 애딸린 것도 인정해주고, 친정부모 생활비까지?  공사판 일용직하면서 헌신하는 호구가 세상에 존재를 할까?  판타지야? SF물이야?",스카이블루,3,9.341774940490723
사는 세계가 다름. 마치 평행선과 같이~ 절대 안됨,misom p,10,4.9612250328063965
업주입니다. 그런데 연출일듯.. 기존에 업주가 제안이 온게 아니라(일할 사람 엄청많음) 돈때문에 돈맛을 아는 이곳에 일한 여자들 제가 자신있게 말합니다. 95프로는 어쩔 수 없어요 남자요? 돈아니면 흠 내안에 놀아나는 호구? 아까 집에 돈을 보내야한다? 돈주라 그거죠! 아주가끔 아닌 여자들도 봤지만 거의 과하게보면 5프로 미만..  아 그리고 팩트는 5프로 미만은 잠깐하고 절대 안합니다!,봄따뜻한하루,7,1.725509524345398
한번 돈이 가져다 주는 여유로움을 맛본사람을  평범하게 삶을 살게 해주고 싶으면 상대 또한 평범하지 못할 정도의 돈은 있어야된다,먹린이일상생활TV,73,7.588845252990723
손님과 종업원으로 만난사이에서 사랑은 1000분의 1도 안될거라 장담 한다 ..,하지,8,9.524991035461426
룸안에서는 다 구라야ㅋㅋ,블루베리,11,3.0053296089172363
남자 임시완 닮음,흑고옴,9,7.757995128631592
걸레는 빨아도 걸레다 절대 행주안된다,광주신양OB,4,1.4577515125274658
돈안주면 소원해진다.,김동현,3,7.277806282043457
뭔가 씁쓸하네..너무 리얼해서 그런가??..,js baek,4,6.819650173187256
술집여자랑 스폰이나하지 사랑은  무슨 그게 여자에게도 좋은거다,캐백수,30,3.7460901737213135
술집여자는 술집에있을때가 좋은거야 밖에서 따로 만나는거 아니야.  쟤네들이 술집에 일하고 싶어서 하는거야. 사정이 있어서 그런것도 아니고 술과 남자들이 좋아서 저기서 일하는거야. 가랑이 한두번 벌리면 돈이 풍족해지는데..,기도,4,3.853254556655884
업소여성과의 사랑은 오래갈수가 없습니다.항상 끝이 좋지 않거든요.결혼도 무리...사랑도 무리...이건 제 경험입니다... 영화 리뷰 감사합니다.많이 슬펐습니다.,이치코히나,49,1.5584180355072021
"진심으로 배려하는게 독단적으로 여자 그만두게 하는 거냐?; 쟤도 큰맘먹고 시작한 거고 그걸 왜 지멋대로?; 애초에 엄마한테 돈빌려서 갚아줄 정도면 지 깜냥 한참 넘긴건데 ㅡㅡㅋ 저건 남자가 진짜 멍청한 거다. 술집여잔 돈 필요해서 술집까지 나간 건데, 거기부터 일반 여자랑 같이 대하면 안 되지.  지가 감당할 주제가 아니면 건들지 말아야지. 지미래 지가 말아먹고.. 찌질한 새끼 어휴",IWKY,20,3.3444793224334717
